,Ligand SMILES,JAK2 Ki (nM),JAK1 Ki (nM)
8321,NC(=O)c1cn(nc1NC(=O)C1CC1C#C)C1(CC#N)CCN(Cc2ccc(cc2)-c2ccccc2)CC1F, 0.820, 0.820
8322,NC(=O)c1cn(nc1NC(=O)C1CC1)C1(CC#N)CCN(Cc2ccc(cc2)C2=CCCC2)CC1F |t:31|, 0.820, 0.820
8323,CCOC(=O)N1CCC(=CC1)c1cccn2nc(Nc3ccc(cc3)C(=O)N3CC(C3)C(=O)N3CCN(C)CC3)nc12 |c:8|, 0.820, 0.820
8324,CCOC(=O)N1CCC(=CC1)c1cccn2nc(Nc3ccc(cc3)C(=O)NCCc3ccncc3)nc12 |c:8|, 0.820, 0.820
8325,CC(C(=O)N(C)C)n1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.830, 0.830
8326,CC(C(=O)N(C)C)n1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.830, 1.26
8327,CC1(O)CCN(C1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.830, 0.830
8328,CC1(O)CCN(C1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.830, 0.83
8329,OCC1CN(CCO1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.830, 0.830
8330,OCC1CN(CCO1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.830, 0.83
8331,CC1(O)CCN(C1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.83, 0.830
8332,CC1(O)CCN(C1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.83, 0.83
8333,OCC1CN(CCO1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.83, 0.830
8334,OCC1CN(CCO1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.83, 0.83
8335,CN(C)C1CN(C1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.84, 0.84
8336,CN(C)C1CN(C1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.84, 0.840
8337,COCCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.840, 0.840
8338,COCCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.840, 0.84
8339,CN(CCn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F)CC1CCC(=O)O1, 0.840, 0.840
8340,CN(CCn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F)CC1CCC(=O)O1, 0.840, 0.84
8341,COC(=O)Nc1nn(cc1C(N)=O)C1(CC#N)CCN(Cc2ccc(cc2)-n2ncc(C)n2)CC1F, 0.840, 0.840
8342,CN1CCN(CC1=O)C1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.84, 0.84
8343,CN1CCN(CC1=O)C1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.84, 0.840
8344,CC(C)CN1C[C@H]2CN(C[C@H]2C1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.84, 0.84
8345,CN(C)C1CCN(CC1)c1nc(c(NC(=O)c2cnn3cccnc23)s1)-c1cc(Cl)ccc1OC(F)F, 0.84, 0.84
8346,CN(C)C1CCN(CC1)c1nc(c(NC(=O)c2cnn3cccnc23)s1)-c1cc(Cl)ccc1OC(F)F, 0.84, 0.840
8347,CN(C)C1CN(C1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.840, 0.84
8348,CN(C)C1CN(C1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.840, 0.840
8349,COCCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.84, 0.840
8350,COCCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.84, 0.84
8351,CN(CCn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F)CC1CCC(=O)O1, 0.84, 0.840
8352,CN(CCn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F)CC1CCC(=O)O1, 0.84, 0.84
8353,CC(C)CN1C[C@H]2CN(C[C@H]2C1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F |r|, 0.840, 0.840
8354,CN(C)C1CCN(CC1)c1nc(c(NC(=O)c2cnn3cccnc23)s1)-c1cc(Cl)ccc1OC(F)F, 0.840, 0.84
8355,CN(C)C1CCN(CC1)c1nc(c(NC(=O)c2cnn3cccnc23)s1)-c1cc(Cl)ccc1OC(F)F, 0.840, 0.840
8356,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CCCC#N)CC2)cc1NC(=O)c1cnn2cccnc12, 0.840, 0.840
8357,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CCCC#N)CC2)cc1NC(=O)c1cnn2cccnc12, 0.840, 0.84
8358,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CCCC#N)CC2)cc1NC(=O)c1cnn2cccnc12, 0.84, 0.840
8359,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CCCC#N)CC2)cc1NC(=O)c1cnn2cccnc12, 0.84, 0.84
8360,CN1CCN(CC1=O)C1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.840, 0.84
8361,CN1CCN(CC1=O)C1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.840, 0.840
8362,CN([C@H]1CCOC1)C1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.84, 0.84
8363,CN([C@H]1CCOC1)C1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F |r|, 0.840, 0.840
8364,Cc1c(CN2CCC(CC#N)(C(F)C2)n2cc(C(N)=O)c(NC(=O)C3CC3C#N)n2)ccc(c1O)-c1ccccc1, 0.840, 0.840
8365,CN(C1CCN(C)CC1)C(=O)c1ccc(Nc2nc3c(cccn3n2)C2=CCN(CC2)C(=O)OC2COC2)cc1 |t:28|, 0.850, 0.850
8366,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2C[C@@H]3CN(CC4CCN(CC4)C(=O)OCc4ccccc4)C[C@@H]3C2)cc1NC(=O)c1cnn2cccnc12, 0.85, 0.85
8367,CN1CCN(CC1)C1CCN(CC1)C(=O)c1ccc(Nc2nc3c(cccn3n2)N2CCC(O)(CC2)c2ccc(Cl)cc2)cc1, 0.850, 0.850
8368,CN(C1CCN(C)CC1)C(=O)c1ccc(Nc2nc3c(cccn3n2)C2=CCN(CCC2)C(=O)N2CC(C)(C)C2)cc1 |t:28|, 0.850, 0.850
8369,CN(C1CCN(C)CC1)C(=O)c1ccc(Nc2nc3c(cccn3n2)N2CCC(C)(CC2)c2ccccc2)cc1, 0.850, 0.850
8370,CCOC(=O)N1CCC(=CC1)c1cccn2nc(Nc3ccc(cc3)C(=O)NCc3cc(C)ccn3)nc12 |c:8|, 0.850, 0.850
8371,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2C[C@@H]3CN(CC4CCN(CC4)C(=O)OCc4ccccc4)C[C@@H]3C2)cc1NC(=O)c1cnn2cccnc12 |r|, 0.850, 0.850
8372,CN(C)CCNC(=O)c1ccc(Nc2nc3c(cccn3n2)C2=CCN(CC2)C(=O)CCC(F)(F)F)cc1 |t:24|, 0.850, 0.850
8373,FC(F)Oc1ccc(Cl)cc1-c1nc(sc1NC(=O)c1cnn2cccnc12)N1CC(C1)N1CCCCC1, 0.86, 0.86
8374,FC(F)Oc1ccc(Cl)cc1-c1nc(sc1NC(=O)c1cnn2cccnc12)N1CC(C1)N1CCCCC1, 0.86, 0.860
8375,CN(C)C1CCN(CC1)C(=O)C1CCN(CC1)c1nc(c(NC(=O)c2cnn3cccnc23)s1)-c1cc(Cl)ccc1OC(F)F, 0.860, 0.860
8376,CN(C)C1CCN(CC1)C(=O)C1CCN(CC1)c1nc(c(NC(=O)c2cnn3cccnc23)s1)-c1cc(Cl)ccc1OC(F)F, 0.860, 0.86
8377,CCCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.86, 0.86
8378,CCCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.86, 0.860
8379,CCOC(=O)N1CCC(=CC1)c1cccn2nc(Nc3ccc(cc3)C(=O)NCCCN3CCOCC3)nc12 |c:8|, 0.860, 0.860
8380,FC(F)Oc1ccc(Cl)cc1-c1nc(sc1NC(=O)c1cnn2cccnc12)N1CC(C1)N1CCCCC1, 0.860, 0.86
8381,FC(F)Oc1ccc(Cl)cc1-c1nc(sc1NC(=O)c1cnn2cccnc12)N1CC(C1)N1CCCCC1, 0.860, 0.860
8382,CN(C)C1CCN(CC1)C(=O)C1CCN(CC1)c1nc(c(NC(=O)c2cnn3cccnc23)s1)-c1cc(Cl)ccc1OC(F)F, 0.86, 0.860
8383,CN(C)C1CCN(CC1)C(=O)C1CCN(CC1)c1nc(c(NC(=O)c2cnn3cccnc23)s1)-c1cc(Cl)ccc1OC(F)F, 0.86, 0.86
8384,FC(F)Oc1ccccc1-c1n[nH]cc1NC(=O)c1cnn2cccnc12, 0.860000, 0.860000
8385,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCC(CC2)N2CCC(CC2)[N+]#[C-])cc1NC(=O)c1cnn2cccnc12, 0.860, 0.860
8386,CCCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.860, 0.86
8387,CCCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.860, 0.860
8388,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCC(CC2)N2CCC(CC2)C#N)cc1NC(=O)c1cnn2cccnc12, 0.86, 0.86
8389,CCOC(=O)N1CCC(=CC1)c1cccn2nc(Nc3ccc(cc3)C(=O)NC(C)c3cccc(C)n3)nc12 |c:8|, 0.860, 0.860
8390,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCC(CC2)N2CCNCC2=O)cc1NC(=O)c1cnn2cccnc12, 0.870, 0.870
8391,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCC(CC2)N2CCNCC2=O)cc1NC(=O)c1cnn2cccnc12, 0.870, 0.87
8392,CN(C)CC1(CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F)c1ccccc1, 0.87, 0.87
8393,CN(C)CC1(CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F)c1ccccc1, 0.87, 0.870
8394,CN1CCC(CC1)N(C1CC1)C(=O)c1ccc(Nc2nc3c(cccn3n2)C2=CCN(CC2)C(=O)CCC(F)(F)F)cc1 |t:31|, 0.870, 0.870
8395,CCCOC(=O)N1CCC(=CC1)c1cccn2nc(Nc3ccc(cc3)C(=O)N(C)C3CCN(C)CC3)nc12 |c:9|, 0.870, 0.870
8396,FC(F)Oc1cc2ccccc2cc1-c1nn(CC(=O)N2CCC(CC2)N2CCOCC2)cc1NC(=O)c1cnn2cccnc12, 0.870, 0.870
8397,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCC(CC2)N2CCNCC2=O)cc1NC(=O)c1cnn2cccnc12, 0.87, 0.870
8398,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCC(CC2)N2CCNCC2=O)cc1NC(=O)c1cnn2cccnc12, 0.87, 0.87
8399,CC1(CN2C[C@H]3CN(C[C@H]3C2)C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(n2)-c2cc(Cl)ccc2OC(F)F)COC1 |r|, 0.870, 0.870
8400,CCOC(=O)N1CCC(=CC1)c1cccn2nc(Nc3ccc(cc3)C(=O)N3CCC4(C3)CCCNC4)nc12 |c:8|, 0.870, 0.870
8401,CN(C)CC1(CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F)c1ccccc1, 0.870, 0.87
8402,CN(C)CC1(CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F)c1ccccc1, 0.870, 0.870
8403,CC1(CN2C[C@H]3CN(C[C@H]3C2)C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(n2)-c2cc(Cl)ccc2OC(F)F)COC1, 0.87, 0.87
8404,CCOC(=O)N1CCC(=CC1)c1cccn2nc(Nc3ccc(cc3)C(=O)NCCc3ccccn3)nc12 |c:8|, 0.880, 0.880
8405,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CC2)C2CCOC2)cc1NC(=O)c1cnn2cccnc12, 0.880, 0.880
8406,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CC2)C2CCOC2)cc1NC(=O)c1cnn2cccnc12, 0.880, 0.88
8407,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CC3CC3)CC2)cc1NC(=O)c1cnn2cccnc12, 0.880, 0.880
8408,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CC3CC3)CC2)cc1NC(=O)c1cnn2cccnc12, 0.880, 0.88
8409,CN1CCN(C2CCN(CC2)C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(n2)-c2cc(Cl)ccc2OC(F)F)C(=O)C1, 0.88, 0.88
8410,CN1CCN(C2CCN(CC2)C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(n2)-c2cc(Cl)ccc2OC(F)F)C(=O)C1, 0.88, 0.880
8411,CN1CCN(C2CCN(CC2)C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(n2)-c2cc(Cl)ccc2OC(F)F)C(=O)C1, 0.880, 0.88
8412,CN1CCN(C2CCN(CC2)C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(n2)-c2cc(Cl)ccc2OC(F)F)C(=O)C1, 0.880, 0.880
8413,OC1CCN(C2CCN(CC2)C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(n2)-c2cc(Cl)ccc2OC(F)F)C(=O)C1, 0.88, 0.88
8414,OC1CCN(C2CCN(CC2)C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(n2)-c2cc(Cl)ccc2OC(F)F)C(=O)C1, 0.88, 0.880
8415,OC1CCN(C2CCN(CC2)C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(n2)-c2cc(Cl)ccc2OC(F)F)C(=O)C1, 0.880, 0.88
8416,OC1CCN(C2CCN(CC2)C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(n2)-c2cc(Cl)ccc2OC(F)F)C(=O)C1, 0.880, 0.880
8417,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CC2)C2CCOC2)cc1NC(=O)c1cnn2cccnc12, 0.88, 0.880
8418,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CC2)C2CCOC2)cc1NC(=O)c1cnn2cccnc12, 0.88, 0.88
8419,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CC3CC3)CC2)cc1NC(=O)c1cnn2cccnc12, 0.88, 0.880
8420,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CC3CC3)CC2)cc1NC(=O)c1cnn2cccnc12, 0.88, 0.88
8421,OCCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.890, 0.890
8422,OCCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.890, 0.89
8423,FC(F)Oc1ccc(Cl)cc1-c1nn(CC=C2CCC(CC2)NCCC#N)cc1NC(=O)c1cnn2cccnc12, 0.890, 0.890
8424,FC(F)Oc1ccc(Cl)cc1-c1nn(CC=C2CCC(CC2)NCCC#N)cc1NC(=O)c1cnn2cccnc12, 0.890, 0.89
8425,COC(=O)Nc1nn(cc1C(N)=O)C1(CC#N)CCN(Cc2cc(O)c(cc2F)-c2ccc(C)o2)CC1F, 0.890, 0.890
8426,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CC2)N2CCOCC2)cc1NC(=O)c1cnn2cccnc12, 0.89, 0.89
8427,COC(=O)Nc1nn(cc1C(N)=O)C1(CC#N)CCN(Cc2ccc(nc2F)-c2ccoc2)CC1F, 0.890, 0.890
8428,OCCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.89, 0.890
8429,OCCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.89, 0.89
8430,FC(F)Oc1ccc(Cl)cc1-c1nn(CC=C2CCC(CC2)NCCC#N)cc1NC(=O)c1cnn2cccnc12, 0.89, 0.890
8431,FC(F)Oc1ccc(Cl)cc1-c1nn(CC=C2CCC(CC2)NCCC#N)cc1NC(=O)c1cnn2cccnc12, 0.89, 0.89
8432,OCCOC1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.890, 0.890
8433,OCCOC1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.890, 0.89
8434,OCCOC1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.89, 0.890
8435,OCCOC1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.89, 0.89
8436,CCOC(=O)N1CCC(=CC1)c1cccn2nc(Nc3ccc(cc3)C(=O)N3CCC4CNCC34)nc12 |c:8|, 0.890, 0.890
8437,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2C[C@@H]3CCN[C@@H]3C2)cc1NC(=O)c1cnn2cccnc12, 0.89, 0.89
8438,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCC(CC2)N2CCOCC2)cc1NC(=O)c1cnn2cccnc12, 0.890, 0.890
8439,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCC(CC2)N2CCC(C2)[N+]#[C-])cc1NC(=O)c1cnn2cccnc12, 0.890, 0.890
8440,CCc1ccc(o1)-c1ccc(CN2CCC(CC#N)(C(F)C2)n2cc(C(N)=O)c(NC(=O)OC)n2)cc1, 0.890, 0.890
8441,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCC(CC2)N2CCC(C2)C#N)cc1NC(=O)c1cnn2cccnc12, 0.89, 0.89
8442,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2C[C@@H]3CCN[C@@H]3C2)cc1NC(=O)c1cnn2cccnc12 |r|, 0.890, 0.890
8443,FC(F)(F)CCC(=O)N1CCC(=CC1)c1cccn2nc(Nc3ccc([cH-]3)C(=O)NCC3CCNC3)nc12 |c:11|, 0.900, 0.900
8444,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CCN3CCOCC3)CC2)cc1NC(=O)c1cnn2cccnc12, 0.9, 0.9
8445,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CCN3CCOCC3)CC2)cc1NC(=O)c1cnn2cccnc12, 0.9, 0.900
8446,COC(=O)Nc1nn(cc1C(N)=O)C1(CC#N)CCN(Cc2ccc(cc2)C#C)CC1F, 0.900, 0.900
8447,CN1CCN(CC1)C(=O)Cn1cc(Nc2nc3c(cccn3n2)N2CC3CCC(C2)N3S(=O)(=O)Cc2ccc(F)cc2)cn1, 0.900, 0.900
8448,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CC3CCOCC3)CC2)cc1NC(=O)c1cnn2cccnc12, 0.9, 0.9
8449,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CC3CCOCC3)CC2)cc1NC(=O)c1cnn2cccnc12, 0.9, 0.900
8450,CN1CCN(CC1)C(=O)Cn1cc(Nc2nc3c(cccn3n2)N2CC3CCC(C2)N3C(=O)CC(O)C(F)(F)F)cn1, 0.900, 0.900
8451,CN1CCN(CC1)C(=O)Cn1cc(Nc2nc3c(cccn3n2)N2CC3CCC(C2)N3C(=O)CC2CC(F)(F)C2(F)F)cn1, 0.900, 0.900
8452,Nc1nn2cccnc2c1C(=O)Nc1cn(nc1-c1cc(Cl)ccc1OC(F)F)C1CCN(CCCCc2ccccc2)CC1, 0.900, 0.900
8453,Nc1nn2cccnc2c1C(=O)Nc1cn(nc1-c1cc(Cl)ccc1OC(F)F)C1CCN(CCCCc2ccccc2)CC1, 0.900, 0.9
8454,COc1cccc(c1)-c1cccc2nc(Nc3ccc(cc3)N3CCN(C)CC3)nn12, 0.900000, 0.900000
8455,CN1CCN(CC1)C(=O)Cn1cc(Nc2nc3c(cccn3n2)N2CC3CCC(C2)N3S(=O)(=O)Cc2ccc(Cl)cc2)cn1, 0.900, 0.900
8456,Nc1ccn2ncc(C(=O)Nc3ccnn3-c3cc(Cl)ccc3Cl)c2n1, 0.9, 0.9
8457,CN1CCN(CC1)C(=O)Cn1cc(Nc2nc3c(cccn3n2)N2CC3CCC(C2)N3S(=O)(=O)c2cccnc2)cn1, 0.900, 0.900
8458,CN1CCN(CC1)C(=O)Cn1cc(Nc2nc3c(cccn3n2)N2CC3CCC(C2)N3C(=O)CC2CSCCS2)cn1, 0.900, 0.900
8459,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CCN3CCOCC3)CC2)cc1NC(=O)c1cnn2cccnc12, 0.900, 0.9
8460,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CCN3CCOCC3)CC2)cc1NC(=O)c1cnn2cccnc12, 0.900, 0.900
8461,CSC1CCN(C1)C(=O)N1C2CCC1CN(C2)c1cccn2nc(Nc3cnn(CC(=O)N4CCN(C)CC4)c3)nc12, 0.900, 0.900
8462,COc1cc2[nH]cnc2cc1-c1n[nH]cc1NC(=O)c1cnn2cccnc12, 0.900, 0.900
8463,Nc1nn2cccnc2c1C(=O)Nc1cn(nc1-c1cc(Cl)ccc1OC(F)F)C1CCN(CCCCc2ccccc2)CC1, 0.9, 0.900
8464,Nc1nn2cccnc2c1C(=O)Nc1cn(nc1-c1cc(Cl)ccc1OC(F)F)C1CCN(CCCCc2ccccc2)CC1, 0.9, 0.9
8465,CN1CCN(CC1)C(=O)Cn1cc(Nc2nc3c(cccn3n2)N2CC3CCC(C2)N3C(=O)N2CCC(CC2)C#N)cn1, 0.900, 0.900
8466,CN1CCN(CC1)C(=O)Cn1cc(Nc2nc3c(cccn3n2)N2CC3CCC(C2)N3C(=O)c2ccns2)cn1, 0.900, 0.900
8467,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CC3CCOCC3)CC2)cc1NC(=O)c1cnn2cccnc12, 0.900, 0.9
8468,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCN(CC3CCOCC3)CC2)cc1NC(=O)c1cnn2cccnc12, 0.900, 0.900
8469,OCC1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.91, 0.91
8470,OCC1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.91, 0.910
8471,CCOC(=O)CCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.910, 0.910
8472,CCOC(=O)CCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.910, 0.91
8473,CCOC(=O)CCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.91, 0.910
8474,CCOC(=O)CCN1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.91, 0.91
8475,OCC1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.910, 0.91
8476,OCC1CCN(CC1)C(=O)Cn1cc(NC(=O)c2cnn3cccnc23)c(n1)-c1cc(Cl)ccc1OC(F)F, 0.910, 0.910
8477,CCOC(=O)N1CCC(=CC1)c1cccn2nc(Nc3ccc(cc3)C(=O)N3CC4(C3)CCN(C)C4)nc12 |c:8|, 0.920, 0.920
8478,NCCNC(=O)c1ccc(NC(=N)\N=c2/[nH]cccc2N2CCC(O)(CC2)c2ccc(Cl)cc2)cc1, 0.920, 0.920
8479,FC(F)Oc1ccc(Cl)cc1-c1nn(CC(=O)N2CCC(CC2)NCC2(CC2)C#N)cc1NC(=O)c1cnn2cccnc12, 0.92, 0.92
8480,CN(C1CCN(C)CC1)C(=O)c1ccc(Nc2nc3c(cccn3n2)N2CCC(CC2)(C(O)C(F)(F)F)c2ccc(Cl)cc2)cc1, 0.920, 0.920
